iter	Logloss
127	0.3063592554
128	0.3054528466
129	0.3044627797
130	0.3034844832
131	0.3025708938
132	0.3014212828
133	0.3006790692
134	0.2996381056
135	0.2986603191
136	0.2975620943
137	0.2965520563
138	0.2956130288
139	0.2944203749
140	0.293346099
141	0.2922883467
142	0.291298647
143	0.2899604226
144	0.2887138326
145	0.2875587749
146	0.2867848809
147	0.285870598
148	0.2851689589
149	0.284599141
150	0.283633431
151	0.2827759197
152	0.2819666735
153	0.2809674064
154	0.2801416163
155	0.2790424123
156	0.2783596426
157	0.2774468284
158	0.2766390306
159	0.2760558511
160	0.2751043391
161	0.2741214324
162	0.2732806486
163	0.2719307762
164	0.2711925813
165	0.2701212837
166	0.2694672365
167	0.2688042136
168	0.2679671221
169	0.2673552814
170	0.2666121702
171	0.2660346822
172	0.2651479792
173	0.2640997331
174	0.263144386
175	0.2623420348
176	0.2608572404
177	0.2600715352
178	0.2590224526
179	0.2581374224
180	0.2574203818
181	0.2566677236
182	0.2558151898
183	0.2551983104
184	0.254442368
185	0.2534086462
186	0.2527433181
187	0.2521927573
188	0.251390447
189	0.2504915656
190	0.2494206352
191	0.2484530689
192	0.2478492451
193	0.2470576036
194	0.2466961866
195	0.2459493627
196	0.2452599837
197	0.2446903086
198	0.244169225
199	0.2436749055
200	0.2428478302
201	0.2423848239
202	0.2412129978
203	0.2408723066
204	0.2402344566
205	0.2394792689
206	0.2389304829
207	0.2379267891
208	0.2374282062
209	0.236713389
210	0.2362322068
211	0.2356862767
212	0.2350750275
213	0.2340551774
214	0.233626483
215	0.2331969317
216	0.2322047024
217	0.2313730372
218	0.2306590769
219	0.2301949078
220	0.2295485716
221	0.2289548252
222	0.2280686322
223	0.2273989183
224	0.2268641671
225	0.2262815792
226	0.2257142704
227	0.2252072625
228	0.2247397683
229	0.2242798015
230	0.2237897659
231	0.2232680295
232	0.2226065569
233	0.221897472
234	0.2209672775
235	0.2202019513
236	0.219565468
237	0.2189092585
238	0.2183217339
239	0.21774139
240	0.2170000943
241	0.2165327429
242	0.2161202048
243	0.2154496953
244	0.2149611488
245	0.2143939013
246	0.2139503969
247	0.2134140749
248	0.2129230397
249	0.2123166661
250	0.2117490921
251	0.2112991823
252	0.2104650895
253	0.2100043679
254	0.2094496661
255	0.2091669501
256	0.2085413397
257	0.2078100806
258	0.2074769168
259	0.2069816589
260	0.2064656956
261	0.2058570168
262	0.2053507841
263	0.2049438966
264	0.2046328662
265	0.2040617428
266	0.2033539838
267	0.2028738012
268	0.2022849506
269	0.2018372847
270	0.2013778279
271	0.2009664117
272	0.2003333964
273	0.1998108849
274	0.1989683059
275	0.1982750918
276	0.1976492775
277	0.1973287613
278	0.196835115
279	0.1962981607
280	0.1958530038
281	0.1956323634
282	0.1951789448
283	0.1944570694
284	0.1941100544
285	0.1937129587
286	0.1930261704
287	0.19268399
288	0.1922177197
289	0.1918068544
290	0.1912993365
291	0.1908919595
292	0.1904540036
293	0.1900114988
294	0.1894450876
295	0.1887027108
296	0.1883088382
297	0.187959314
298	0.1875366374
299	0.1873062256
300	0.1869238787
301	0.1863469823
302	0.1858143526
303	0.1853665235
304	0.1849968242
305	0.1847839763
306	0.1844112376
307	0.1838631043
308	0.1832081188
309	0.1828665096
310	0.1823967102
311	0.1819931887
312	0.1815490111
313	0.181188002
314	0.1808494119
315	0.180362273
316	0.179961995
317	0.1797610196
318	0.1793833442
319	0.1789645435
320	0.1786677723
321	0.178210335
322	0.1778618308
323	0.1774255681
324	0.1768589938
325	0.1765040841
326	0.1759948322
327	0.1756817415
328	0.1752674082
329	0.1749660064
330	0.1746565875
331	0.1743590819
332	0.1740053962
333	0.1734603229
334	0.1729454816
335	0.1727333681
336	0.1723047348
337	0.1719042732
338	0.1714255593
339	0.1711230966
340	0.1706703818
341	0.1703873497
342	0.169884136
343	0.1693438362
344	0.1690020332
345	0.1687812703
346	0.1684987889
347	0.168221438
348	0.1678400805
349	0.1674904951
350	0.1669308464
351	0.1668008305
352	0.1663291442
353	0.165919258
354	0.1655889399
355	0.165353928
356	0.1650141752
357	0.1646354186
358	0.1642157917
359	0.1638710308
360	0.1636105808
361	0.1632956949
362	0.1629209977
363	0.1625679954
364	0.1622407883
365	0.1619107659
366	0.1616200126
367	0.1613717717
368	0.161064046
369	0.1609025435
370	0.1605076203
371	0.1601648892
372	0.1598350403
373	0.1594176573
374	0.1588195556
375	0.1585534958
376	0.1584343324
377	0.1582423939
378	0.1578556408
379	0.1573880446
380	0.1571014425
381	0.1568036615
382	0.156374814
383	0.1561287049
384	0.1558544139
385	0.1555889558
386	0.1552426547
387	0.1548375624
388	0.1544224336
389	0.1541024988
390	0.1538783497
391	0.1535195335
392	0.153295007
393	0.1531167056
394	0.1527543093
395	0.1523446884
396	0.1520068123
397	0.1517451485
398	0.1515465089
399	0.1512587338
400	0.1509339848
401	0.1506111125
402	0.1503352609
403	0.1499984456
404	0.1496956463
405	0.1494673561
406	0.149269206
407	0.1490126421
408	0.1485559188
409	0.1482995385
410	0.1480909949
411	0.1477060981
412	0.14740387
413	0.147234728
414	0.1468296561
415	0.1466540984
416	0.1463449142
417	0.1460597808
418	0.145866241
419	0.145622845
420	0.1453081835
421	0.1449945521
422	0.1447289105
423	0.1444084045
424	0.1442493092
425	0.1440151235
426	0.1437615583
427	0.1433320479
428	0.1430797781
429	0.1428469082
430	0.1425848772
431	0.1424581864
432	0.141977759
433	0.1416537035
434	0.1414326754
435	0.1410113758
436	0.1408789528
437	0.1403678037
438	0.14011176
439	0.1397402962
440	0.139406194
441	0.139102283
442	0.1387571855
443	0.1385414409
444	0.1383327137
445	0.1378550198
446	0.1375404093
447	0.1373246749
448	0.1370451106
449	0.1367139255
450	0.1364044251
451	0.1361478204
452	0.1359388484
453	0.1356825701
454	0.1353476621
455	0.135063559
456	0.1346917586
457	0.1344339707
458	0.1342762626
459	0.1341129446
460	0.1337506401
461	0.1334138452
462	0.1330783048
463	0.1327898974
464	0.132455734
465	0.1322009347
466	0.1319313865
467	0.131644917
468	0.1314043463
469	0.131223444
470	0.1310104227
471	0.1308013998
472	0.1305476612
473	0.1303012766
474	0.1301504227
475	0.1298894117
476	0.1296062469
477	0.1293036007
478	0.1290938229
479	0.1288027432
480	0.1285237195
481	0.1282670026
482	0.1281390879
483	0.127821754
484	0.1275759712
485	0.127385318
486	0.1270737266
487	0.1269212509
488	0.126613107
489	0.1264056139
490	0.126254709
491	0.1261210416
492	0.1258180282
493	0.1255774676
494	0.125371729
495	0.1250451848
496	0.1246888982
497	0.1243941363
498	0.1242308591
499	0.1239534674
500	0.123594947
501	0.1232243094
502	0.123026292
503	0.1227475947
504	0.1225396835
505	0.1223577204
506	0.1220855509
507	0.1219015478
508	0.1217828536
509	0.1216457285
510	0.1215093684
511	0.1212982443
512	0.1210444649
513	0.1207509168
514	0.1206353947
515	0.1203726702
516	0.1199724024
517	0.1197947844
518	0.1196228782
519	0.1194479019
520	0.1192015684
521	0.1190010622
522	0.1188397127
523	0.1185583227
524	0.1183932095
525	0.1182451299
526	0.1179067642
527	0.1177795737
528	0.1175738656
529	0.1173682799
530	0.1172554914
531	0.1170653277
532	0.1168712677
533	0.1166207217
534	0.1164283344
535	0.1163121596
536	0.1161221081
537	0.1158609849
538	0.1156889156
539	0.1154977829
540	0.1154074133
541	0.1152051936
542	0.1151127331
543	0.1150149585
544	0.1147573236
545	0.1146701466
546	0.1144880203
547	0.1142291309
548	0.1139807676
549	0.1138274351
550	0.1136810384
551	0.1134714035
552	0.1133543616
553	0.113125643
554	0.1129950355
555	0.1127271193
556	0.1125493585
557	0.1122387565
558	0.1119576622
559	0.1117817272
560	0.1115936442
561	0.1112684974
562	0.1110523448
563	0.1109095283
564	0.1107341032
565	0.1105666543
566	0.1103532557
567	0.1102101229
568	0.1100473251
569	0.1098521228
570	0.1096862038
571	0.1095234876
572	0.1093480421
573	0.1091230056
574	0.1088747443
575	0.1087372316
576	0.1085168767
577	0.1083729994
578	0.1081372939
579	0.1079887757
580	0.1078057315
581	0.1075952907
582	0.1075058187
583	0.1073323826
584	0.1071113342
585	0.1069739031
586	0.1068068316
587	0.1066198808
588	0.1064385603
589	0.1062648998
590	0.1061073548
591	0.1059478107
592	0.1057859207
593	0.1055913303
594	0.105526868
595	0.1053266576
596	0.1051542823
597	0.1049418934
598	0.1046979466
599	0.1044956554
600	0.1043383348
601	0.1042302586
602	0.1040750187
603	0.1039238384
604	0.1037146318
605	0.1035705607
606	0.1033952886
607	0.1032611521
608	0.1030099634
609	0.1027358764
610	0.1025415308
611	0.1024701226
612	0.1023719706
613	0.1022522156
614	0.1020477519
615	0.1019553322
616	0.1017665149
617	0.1015097674
618	0.1012880968
619	0.1011013092
620	0.1009384094
621	0.1008683271
622	0.1007257757
623	0.1004284843
624	0.1002970405
625	0.1001127416
626	0.09996171431
627	0.09978619744
628	0.09952860338
629	0.09931446014
630	0.09915231511
631	0.09900349092
632	0.09892499383
633	0.09876604131
634	0.09864709212
635	0.09842286135
636	0.09825080219
637	0.0980944404
638	0.09794856393
639	0.09770027201
640	0.09754285965
641	0.09742633799
642	0.09731273345
643	0.09712206999
644	0.09706846023
645	0.09687511424
646	0.09669512988
647	0.0965198986
648	0.09631629169
649	0.09615062775
650	0.09604963007
651	0.09599741767
652	0.09586452545
653	0.09577546145
654	0.09558884728
655	0.09535628334
656	0.09515093227
657	0.0949160122
658	0.09485582362
659	0.09476235334
660	0.09452551571
661	0.09438632006
662	0.09425802792
663	0.09408522417
664	0.09394403957
665	0.09376770672
666	0.09359289363
667	0.09335788176
668	0.09313611933
669	0.09299717867
670	0.0927809955
671	0.09263836254
672	0.09248149076
673	0.09227297778
674	0.09204442233
675	0.09191596699
676	0.0917820038
677	0.09160813928
678	0.09147652203
679	0.09134123287
680	0.09114037988
681	0.09091486395
682	0.0907088805
683	0.09054445073
684	0.09033342861
685	0.0901777706
686	0.09004458259
687	0.08994085138
688	0.08983533523
689	0.08973200181
690	0.08963049414
691	0.08950929081
692	0.08938251842
693	0.08932472678
694	0.08917576999
695	0.08905402607
696	0.08882556242
697	0.08874128209
698	0.08864901538
699	0.08844979434
700	0.08830306109
701	0.08807956471
702	0.08789968236
703	0.08775574383
704	0.08767810352
705	0.08758349087
706	0.08747761772
707	0.0873521509
708	0.08722505212
709	0.08710556234
710	0.0869584619
711	0.08674863316
712	0.08661478216
713	0.08644692528
714	0.08617772393
715	0.08603573355
716	0.0859562471
717	0.08588490002
718	0.08575447613
719	0.08564295233
720	0.08552613488
721	0.08541943045
722	0.08521179464
723	0.08509576257
724	0.08493096051
725	0.08486114339
726	0.08468400476
727	0.08450696813
728	0.08438827392
729	0.08421222666
730	0.08409116612
731	0.08400329039
732	0.08379751093
733	0.08361600172
734	0.08356414122
735	0.08344853243
736	0.08322048697
737	0.08308711026
738	0.08291560188
739	0.08271783431
740	0.08248852918
741	0.08235499948
742	0.08224884074
743	0.08210246958
744	0.08202185095
745	0.08188435356
746	0.08168373516
747	0.08157867289
748	0.08144206287
749	0.08129742056
750	0.08118416791
751	0.08086638527
752	0.08075339271
753	0.08060348735
754	0.08045899804
755	0.08036977595
756	0.08019608482
757	0.08005358446
758	0.07994580396
759	0.07979794875
760	0.079662374
761	0.07956758285
762	0.07945201996
763	0.079250096
764	0.07903890559
765	0.07895959252
766	0.07877034682
767	0.07862528123
768	0.07850602604
769	0.07836714658
770	0.07821821529
771	0.0781174114
772	0.07795747461
773	0.07783579699
774	0.07768350489
775	0.0775569059
776	0.07738133803
777	0.07731085793
778	0.07721666346
779	0.07709709718
780	0.07693809876
781	0.07681360602
782	0.07667218683
783	0.07647285359
784	0.076364813
785	0.07627815614
786	0.07624494073
787	0.07618089666
788	0.07613299365
789	0.07606755221
790	0.0759600675
791	0.07585471454
792	0.0757560832
793	0.07568281857
794	0.07557720552
795	0.0754476945
796	0.07532374744
797	0.07521917986
798	0.07511322511
799	0.07499012973
800	0.07487473003
801	0.07470384894
802	0.07460511559
803	0.07443148567
804	0.07434931668
805	0.07427630705
806	0.07413041018
807	0.07397468587
808	0.07378031991
809	0.07361912855
810	0.07349762942
811	0.07336344183
812	0.07323220707
813	0.0731532153
814	0.07310711254
815	0.07294434022
816	0.07275470183
817	0.07263910324
818	0.07249929051
819	0.07227250981
820	0.07213979609
821	0.07201197823
822	0.07180699435
823	0.07173650405
824	0.07158363567
825	0.07142543283
826	0.07129410116
827	0.07122368226
828	0.07108288525
829	0.07093602961
830	0.07077999421
831	0.07069667265
832	0.07055176516
833	0.07047998969
834	0.07040186999
835	0.07011439584
836	0.07008284298
837	0.06993241744
838	0.06983423488
839	0.0697629388
840	0.06968266186
841	0.06958427531
842	0.06941969254
843	0.06935539858
844	0.06925530867
845	0.06908521805
846	0.06893159999
847	0.06882264652
848	0.06873744312
849	0.06860248545
850	0.06850842359
851	0.06842571911
852	0.06831588337
853	0.06825281847
854	0.06813082975
855	0.06800564853
856	0.06789860241
857	0.06779977217
858	0.06770869372
859	0.06757241009
860	0.06746964786
861	0.06742964964
862	0.06730361163
863	0.06717420772
864	0.06705387136
865	0.06692523752
866	0.06683852456
867	0.06679057055
868	0.06663863034
869	0.06659429724
870	0.06647539394
871	0.06637521734
872	0.06633011925
873	0.06622480199
874	0.06614207711
875	0.06606912868
876	0.06595947653
877	0.06587681286
878	0.06577779902
879	0.06573539367
880	0.06567415452
881	0.0655596014
882	0.06544206997
883	0.06540295402
884	0.06526311579
885	0.06512863241
886	0.06506928531
887	0.06492961537
888	0.0648615118
889	0.06476365564
890	0.06462182846
891	0.06451462934
892	0.06437813152
893	0.06431541851
894	0.06424999747
895	0.06421150371
896	0.06404987886
897	0.06391394202
898	0.06388554089
899	0.0637329326
900	0.06368583536
901	0.0635654939
902	0.06352258366
903	0.06345031351
904	0.06336668596
905	0.06324834365
906	0.06310635327
907	0.06305913874
908	0.06296810619
909	0.06287601797
910	0.06278743846
911	0.06267223256
912	0.06255496632
913	0.06244114249
914	0.06238237677
915	0.06221455049
916	0.0621362778
917	0.06205997365
918	0.06195814469
919	0.06185814149
920	0.06182216705
921	0.06176333504
922	0.06170298326
923	0.06161533703
924	0.06158599752
925	0.0614417224
926	0.06130602016
927	0.06125405255
928	0.06118659667
929	0.06113277782
930	0.06106398577
931	0.0609514471
932	0.06088179318
933	0.06079963949
934	0.06069576549
935	0.06063346047
936	0.06054221883
937	0.06041295261
938	0.06036435092
939	0.06033467991
940	0.06025286792
941	0.0601421601
942	0.06001310298
943	0.05992972022
944	0.05985035616
945	0.05977596446
946	0.0597039646
947	0.05961557888
948	0.05956849695
949	0.05954825559
950	0.05948976527
951	0.05941784701
952	0.05938001622
953	0.05924162635
954	0.05911209494
955	0.05896053722
956	0.05883400963
957	0.05876297364
958	0.05865800827
959	0.05853341862
960	0.05849564904
961	0.05834441771
962	0.05822692708
963	0.05811201697
964	0.05808310075
965	0.05795586428
966	0.05788412451
967	0.05784225464
968	0.05774100707
969	0.05768520437
970	0.0575761846
971	0.05748770199
972	0.05736532568
973	0.05730603978
974	0.05718234261
975	0.05708968321
976	0.05703882228
977	0.05698512072
978	0.0569377481
979	0.05682724937
980	0.05673683391
981	0.0566258558
982	0.05657625963
983	0.05647209494
984	0.05633125713
985	0.05623100403
986	0.05614024178
987	0.05603436353
988	0.05599197347
989	0.05587352406
990	0.05578123184
991	0.05570518779
992	0.05562845016
993	0.05551498331
994	0.05538059173
995	0.05528569859
996	0.05517567925
997	0.0550438835
998	0.0549289836
999	0.05489445753
